"VESTIGINGSNUMMER","url","PROVINCIE","BEVOEGD.GEZAG.NUMMER","BRIN.NUMMER","VESTIGINGSNAAM","STRAATNAAM","HUISNUMMER.TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","STRAATNAAM.CORRESPONDENTIEADRES","HUISNUMMER.TOEVOEGING.CORRESPONDENTIEADRES","POSTCODE.CORRESPONDENTIEADRES","PLAATSNAAM.CORRESPONDENTIEADRES","NODAAL.GEBIED.CODE","NODAAL.GEBIED.NAAM","RPA.GEBIED.CODE","RPA.GEBIED.NAAM","WGR.GEBIED.CODE","WGR.GEBIED.NAAM","COROPGEBIED.CODE","COROPGEBIED.NAAM","ONDERWIJSGEBIED.CODE","ONDERWIJSGEBIED.NAAM","RMC.REGIO.CODE","RMC.REGIO.NAAM"
"13XP00",NA,"Gelderland",41617,"13XP","De Kameleon","Bronkhorstenstraat","2","6882 DP","VELP GLD",275,"RHEDEN","Openbaar",263646215,"                                                                                ","Bronkhorstenstraat","2","6882 DP","VELP GLD",26,"Arnhem",11,"IJssel en Rijn",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",9,"Arnhem en omstreken",14,"Arnhem/Nijmegen"
"13XU00","http://www.bsnoorderbreedte.nl/user_files/downloads/2016-2017_schoolgids_bs.noorderbreedte.pdf","Groningen",41574,"13XU","Basisschool Kindcentrum Noord","Waddenweg","6","9933 KH","DELFZIJL",10,"DELFZIJL","Openbaar",596639240,"www.kindcentrumnoord.nl","Waddenweg","6","9933 KH","DELFZIJL",2,"Appingedam/Delfzijl",1,"Noord-Groningen",2,"Noord-Groningen en Eemsmond",2,"Delfzijl en omgeving",1,"Groningen en omstreken",2,"Noord-Groningen-Eemsmond"
"13XW00","http://www.obsoostenbrink.nl/files/Downloads/Schoolgids_compleet.pdf","Drenthe",42557,"13XW","Het Hoeltien","Kerkenkavel","40","7913 AT","HOLLANDSCHEVELD",118,"HOOGEVEEN","Openbaar",528343195,"www.obsoostenbrink.nl","Kerkenkavel","40","7913 AT","HOLLANDSCHEVELD",14,"Hoogeveen",5,"Zuid- en Midden-Drenthe",9,"Zuidwest-Drenthe",9,"Zuidwest-Drenthe",4,"Assen-Hoogeveen-Emmen",9,"Zuid-West Drenthe"
"13XW01",NA,"Drenthe",42557,"13XW","Het Hoeltien, locatie Vogelvlucht","Ds van Elvenstraat","2","7916 RE","ELIM",118,"HOOGEVEEN","Openbaar",528351575,"                                                                                ","Ds van Elvenstraat","2","7916 RE","ELIM",14,"Hoogeveen",5,"Zuid- en Midden-Drenthe",9,"Zuidwest-Drenthe",9,"Zuidwest-Drenthe",4,"Assen-Hoogeveen-Emmen",9,"Zuid-West Drenthe"
"13XW02",NA,"Drenthe",42557,"13XW","OBS Het Hoeltien, Loc OBS Tiendeveen","Molenweg","4-B","7936 PB","TIENDEVEEN",118,"HOOGEVEEN","Openbaar",528341262,"                                                                                ","Molenweg","4-B","7936 PB","TIENDEVEEN",14,"Hoogeveen",5,"Zuid- en Midden-Drenthe",9,"Zuidwest-Drenthe",9,"Zuidwest-Drenthe",4,"Assen-Hoogeveen-Emmen",9,"Zuid-West Drenthe"
"13XX00",NA,"Groningen",41846,"13XX","Samenwerkingsschool De Gavelander","de Boomgaard","1","9828 RC","OOSTWOLD GEM LEEK",22,"LEEK","Openbaar",505515463,"www.gavelander.nl","de Boomgaard","1","9828 RC","OOSTWOLD GEM LEEK",1,"Groningen",3,"Centraal-Groningen",3,"Centraal en westelijk Groningen",3,"Overig Groningen",1,"Groningen en omstreken",3,"Centraal en Westelijk Groningen"
"13YA00",NA,"Friesland",41856,"13YA","Basisschool de Pikeloer","Labadistendyk","7","8637 VJ","WIUWERT",140,"LITTENSERADIEL","Openbaar",582501717,"                                                                                ","Labadistendyk","7","8637 VJ","WIUWERT",10,"Leeuwarden",4,"Fryslân",5,"Zuidwest-Friesland",4,"Noord-Friesland",3,"Friesland",5,"Zuid-West Friesland"
"13YH00","http://frankeskoalle.nl/a/253/502253-4a.pdf","Friesland",13839,"13YH","Master Frankeskoalle","Eilansgrien","17","9264 TB","EARNEWALD",737,"TYTSJERKSTERADIEL","Openbaar",511539509,"www.frankeskoalle.nl","Eilansgrien","17","9264 TB","EARNEWALD",10,"Leeuwarden",4,"Fryslân",6,"Friesland-Oost",4,"Noord-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"13YI00",NA,"Friesland",41631,"13YI","Basisschool Heidepolle","Paulus Potterstraat","13","8471 VM","WOLVEGA",98,"WESTSTELLINGWERF","Openbaar",561614262,"                                                                                ","Postbus","135","8470 AC","WOLVEGA",8,"Heerenveen",4,"Fryslân",6,"Friesland-Oost",6,"Zuidoost-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"13YM00","http://www.bs-hobbitstee.nl/bestanden/460441/Schoolgids-2017-2018.pdf","Noord-Brabant",41248,"13YM","Openbare Basisschool de Hobbitstee","Schelluinen","2","5653 JM","EINDHOVEN",772,"EINDHOVEN","Openbaar",402511441,"www.bs-hobbitstee.nl","Schelluinen","2","5653 JM","EINDHOVEN",70,"Eindhoven",28,"Zuidoost-Brabant",37,"Zuidoost-Brabant",36,"Zuidoost-Noord-Brabant",22,"Zuidoost-Noord-Brabant",37,"Zuidoost-Brabant"
"13YQ00",NA,"Gelderland",41371,"13YQ","Basisschool de Plattenburg","Lavendelveld","21","7006 SM","DOETINCHEM",222,"DOETINCHEM","Openbaar",314346667,"www.plattenburg.net","Lavendelveld","21","7006 SM","DOETINCHEM",25,"Doetinchem",12,"Achterhoek",13,"Oost-Gelderland",14,"Achterhoek",8,"Zuidelijke Achterhoek",13,"Achterhoek"
"13YW00","http://www.bs-devossenberg.nl/bestanden/415165/schoolgids-2016-2017-%28A4-voor-web%29-04072016.pdf","Noord-Brabant",40874,"13YW","Rooms Katholieke Basisschool de Vossenberg","Jan van Amstelstraat","36","5481 HD","SCHIJNDEL",1948,"MEIERIJSTAD","Rooms-Katholiek",735474334,"www.bs-devossenberg.nl","Jan van Amstelstraat","36","5481 HD","SCHIJNDEL",71,"Uden",27,"Noordoost-Brabant",36,"Noordoost-Brabant",35,"Noordoost-Noord-Brabant",12,"Noord-Noord-Brabant",36,"Noord-Oost-Brabant"
"13ZB00","http://www.detamarisk.nl/../../index.php?pagina=extensies&frame=doc_solo&dl_id=1014&dlt=65&file=Schoolgids%202017%20-%202018.pdf","Flevoland",42600,"13ZB","De Tamarisk","Akkerhof","1","8256 BK","BIDDINGHUIZEN",303,"DRONTEN","Protestants-Christelijk",321331766,"www.detamarisk.nl","Postbus","10","8256 ZG","BIDDINGHUIZEN",18,"Zwolle",15,"Flevoland",18,"Flevoland",40,"Flevoland",5,"Zwolle-Meppel en omstreken",18,"Flevoland"
"13ZF00",NA,"Gelderland",76819,"13ZF","Protestants Christelijke Basisschool Prins Bernhard","Wiekslag","25","3853 BG","ERMELO",233,"ERMELO","Protestants-Christelijk",341551624,"                                                                                ","Postbus","3012","3850 CA","ERMELO",28,"Harderwijk",8,"Noordwest-Veluwe",17,"Noordwest-Veluwe",13,"Veluwe",10,"Harderwijk-Amersfoort",17,"Noordwest-Veluwe"
"13ZL00",NA,"Friesland",41631,"13ZL","Openbare Basisschool de Riemsloot","Alle Wijtzesweg","53-A","8426 CT","APPELSCHA",85,"OOSTSTELLINGWERF","Openbaar",516432090,"www.obsderiemsloot.nl","Alle Wijtzesweg","53-A","8426 CT","APPELSCHA",7,"Smallingerland",4,"Fryslân",6,"Friesland-Oost",6,"Zuidoost-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"13ZN00","https://pioniervelserbroek.nl/wp-content/uploads/Vraag-antwoordgids-hoofdluis.pdf","Noord-Holland",41375,"13ZN","Pleiaden-School","Pleiadenplantsoen","63","1973 BS","IJMUIDEN",453,"VELSEN","Openbaar",255511233,"www.pleiaden.nl","Pleiadenplantsoen","63","1973 BS","IJMUIDEN",42,"Velsen",20,"Zuidelijk Noord-Holland",25,"West-Kennemerland",20,"IJmond",15,"Zuid-Noord-Holland",25,"West-Kennemerland"
"13ZR00","http://obshagenhof.nl/contentfiles/hagenhof/Document/29341/29340826.pdf","Groningen",41780,"13ZR","Hagenhof-School","Acaciahage","21-23","9501 WD","STADSKANAAL",37,"STADSKANAAL","Openbaar",599613310,"www.obshagenhof.nl","Postbus","118","9500 AC","STADSKANAAL",6,"Stadskanaal",2,"Oost-Groningen",1,"Oost-Groningen",1,"Oost-Groningen",2,"Oost-Groningen",1,"Oost-Groningen"
"13ZW00","http://deboge.nl/a/924/762924-a2.pdf","Friesland",41631,"13ZW","Basisschool De Boge","Engbert Pierswei","2","8409 JW","HEMRIK",86,"OPSTERLAND","Openbaar",516471400,"www.deboge.nl","Engbert Pierswei","2","8409 JW","HEMRIK",7,"Smallingerland",4,"Fryslân",6,"Friesland-Oost",6,"Zuidoost-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"13ZZ00",NA,"Gelderland",40470,"13ZZ","Rijdende School Prins Willem Alexander","Rijnstraat","74","4191 CM","GELDERMALSEN",236,"GELDERMALSEN","Algemeen bijzonder",345572651,"                                                                                ","Postbus","188","4190 CD","GELDERMALSEN",33,"Culemborg",14,"Rivierenland",15,"Rivierenland",16,"Zuidwest-Gelderland",13,"Utrecht en omstreken",15,"Rivierenland"
"14AB00",NA,"Gelderland",47100,"14AB","Basisschool De Wieken","Floraweg","69","6542 KB","NIJMEGEN",268,"NIJMEGEN","Rooms-Katholiek",243774502,"www.ikcdewieken.nl","Floraweg","69","6542 KB","NIJMEGEN",30,"Nijmegen",13,"Nijmegen",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",11,"Oostelijk Maas-Waalgebied",14,"Arnhem/Nijmegen"
"14AD00","http://www.deregenboog-creil.nl/docs/schoolgids%202017-2018.pdf","Flevoland",52274,"14AD","CBS De Regenboog","Graaf Florislaan","16","8312 AX","CREIL",171,"NOORDOOSTPOLDER","Protestants-Christelijk",527274423,"www.deregenboog-creil.nl","Graaf Florislaan","16","8312 AX","CREIL",17,"Noordoostpolder",15,"Flevoland",18,"Flevoland",40,"Flevoland",5,"Zwolle-Meppel en omstreken",18,"Flevoland"
"14AE00",NA,"Noord-Brabant",74049,"14AE","Rooms Katholieke Basisschool het Bossche Broek","Kruisbroedershof","31","5211 GX","'S-HERTOGENBOSCH",796,"S HERTOGENBOSCH","Rooms-Katholiek",736130298,"                                                                                ","Kruisbroedershof","31","5211 GX","'S-HERTOGENBOSCH",69,"'s-Hertogenbosch",27,"Noordoost-Brabant",36,"Noordoost-Brabant",35,"Noordoost-Noord-Brabant",12,"Noord-Noord-Brabant",36,"Noord-Oost-Brabant"
"14AH00","http://www.bmdbsteenenkamer.nl/image/25933.schoolgidsstk2017-2018def..pdf","Gelderland",40862,"14AH","Basisschool met de Bijbel De Steenenkamer","Waterweg","32","3882 RC","PUTTEN",273,"PUTTEN","Protestants-Christelijk",341356487,"www.bmdbsteenenkamer.nl","Waterweg","32","3882 RC","PUTTEN",28,"Harderwijk",8,"Noordwest-Veluwe",17,"Noordwest-Veluwe",13,"Veluwe",10,"Harderwijk-Amersfoort",17,"Noordwest-Veluwe"
"14AL00",NA,"Drenthe",42554,"14AL","Openbare Basisschool De Poolster","Noorderdiep","129","9521 BC","NIEUW-BUINEN",1681,"BORGER-ODOORN","Openbaar",599650060,"www.obs-depoolster.nl","Noorderdiep","129","9521 BC","NIEUW-BUINEN",12,"Emmen",5,"Zuid- en Midden-Drenthe",8,"Zuidoost-Drenthe",8,"Zuidoost-Drenthe",4,"Assen-Hoogeveen-Emmen",8,"Zuid-Oost Drenthe"
"14AR00",NA,"Noord-Holland",13662,"14AR","Basisschool Klimop","De Bouw","60","1611 JH","BOVENKARSPEL",532,"STEDE BROEC","Openbaar",228513147,"                                                                                ","Postbus","95","1610 AB","BOVENKARSPEL",39,"Enkhuizen",19,"Noord-Holland-Noord",22,"Westfriesland",18,"Kop van Noord-Holland",14,"Noord-Noord-Holland",22,"West-Friesland"
"14AS00",NA,"Drenthe",42719,"14AS","Baggelhuizenschool","Witterhoofdweg","1-B","9405 HX","ASSEN",106,"ASSEN","Openbaar",592820530,"www.baggelhuizen.nl","Witterhoofdweg","1-B","9405 HX","ASSEN",11,"Assen",3,"Centraal-Groningen",7,"Noord- en Midden-Drenthe",7,"Noord-Drenthe",4,"Assen-Hoogeveen-Emmen",7,"Noord- en Midden Drenthe"
"14BD00",NA,"Groningen",41574,"14BD","Openbare Basisschool Jan Ligthart","Botterlaan","1","9934 EW","DELFZIJL",10,"DELFZIJL","Openbaar",596612600,"                                                                                ","Botterlaan","1","9934 EW","DELFZIJL",2,"Appingedam/Delfzijl",1,"Noord-Groningen",2,"Noord-Groningen en Eemsmond",2,"Delfzijl en omgeving",1,"Groningen en omstreken",2,"Noord-Groningen-Eemsmond"
"14BG00",NA,"Groningen",41846,"14BG","Basisschool Het Veenpluis","Grote Veenbrandstraat","17","9354 XH","ZEVENHUIZEN GN",22,"LEEK","Openbaar",594631755,"www.veenpluis-zevenhuizen.nl","Grote Veenbrandstraat","17","9354 XH","ZEVENHUIZEN GN",1,"Groningen",3,"Centraal-Groningen",3,"Centraal en westelijk Groningen",3,"Overig Groningen",1,"Groningen en omstreken",3,"Centraal en Westelijk Groningen"
"14BJ00","http://www.itpertoer.nl/assets/Uploads/Docs/Subsite-12/SCHOOLGIDS-ONDERWIJSTEAM-4-17-18-def.pdf","Friesland",41856,"14BJ","Basisschool IT Pertoer","Bumaleane","1","9024 ET","WEIDUM",140,"LITTENSERADIEL","Openbaar",582519757,"www.itpertoer.nl","Bumaleane","1","9024 ET","WEIDUM",10,"Leeuwarden",4,"Fryslân",5,"Zuidwest-Friesland",4,"Noord-Friesland",3,"Friesland",5,"Zuid-West Friesland"
"14BL00",NA,"Gelderland",42561,"14BL","Openbare Basisschool De Vennegotte","Pearsonplein","23","7242 JA","LOCHEM",262,"LOCHEM","Openbaar",573252000,"www.vennegotte.nl","Pearsonplein","23","7242 JA","LOCHEM",23,"Zutphen",9,"Stedendriehoek",11,"Stedendriehoek",14,"Achterhoek",7,"Apeldoorn en midden-IJsselgebied",11,"Stedendriehoek"
"14BO00","https://www.deoptimist.frl/cms/media/docs/nl/26614_schoolgids-optimist.pdf","Friesland",41573,"14BO","De Optimist","Barten","11","8447 BS","HEERENVEEN",74,"HEERENVEEN","Openbaar",513627552,"www.kleffensschool.nl","Postbus","56","8440 AB","HEERENVEEN",8,"Heerenveen",4,"Fryslân",6,"Friesland-Oost",6,"Zuidoost-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"14BP00","https://www.obsthrimwalda.nl/upload/c955e224-b024-42fe-a798-56f00f1ed499.pdf","Friesland",41735,"14BP","Thrimwalda","Dr. O. Postmastrjitte","6","9061 BK","GYTSJERK",737,"TYTSJERKSTERADIEL","Openbaar",582562271,"www.obsthrimwalda.nl","Dr. O. Postmastrjitte","6","9061 BK","GYTSJERK",10,"Leeuwarden",4,"Fryslân",6,"Friesland-Oost",4,"Noord-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"14BQ00",NA,"Friesland",41631,"14BQ","Wolvega Zuid","Oranje Nassaulaan","51","8471 LL","WOLVEGA",98,"WESTSTELLINGWERF","Openbaar",561615138,"                                                                                ","Oranje Nassaulaan","51","8471 LL","WOLVEGA",8,"Heerenveen",4,"Fryslân",6,"Friesland-Oost",6,"Zuidoost-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"14BT00","http://www.bs-cornelisjetses.nl/bestanden/350415/Informatiegids_passend_onderwijs_2014.pdf","Noord-Brabant",41248,"14BT","Openbare Basisschool Cornelis Jetses","Samarialaan","1-A","5625 RA","EINDHOVEN",772,"EINDHOVEN","Openbaar",402419848,"www.bs-cornelisjetses.nl","Samarialaan","1-A","5625 RA","EINDHOVEN",70,"Eindhoven",28,"Zuidoost-Brabant",37,"Zuidoost-Brabant",36,"Zuidoost-Noord-Brabant",22,"Zuidoost-Noord-Brabant",37,"Zuidoost-Brabant"
"14BW00",NA,"Friesland",42546,"14BW","Openbare Basisschool De Wyken","Keizersmantel","1","8607 GM","SNEEK",1900,"SUDWEST-FRYSLAN","Openbaar",515411213,"www.dewyken.nl","Keizersmantel","1","8607 GM","SNEEK",9,"Sneek",4,"Fryslân",5,"Zuidwest-Friesland",5,"Zuidwest-Friesland",3,"Friesland",5,"Zuid-West Friesland"
"14CA00","http://www.swsdewending.nl/docs/schoolgids/Schoolgids%20SWS%20Wending%202017-%202018def.pdf","Flevoland",40662,"14CA","De Wending","Zuidwend","4","8314 AA","BANT",171,"NOORDOOSTPOLDER","Openbaar",527261447,"www.swsdewending.nl","Zuidwend","4","8314 AA","BANT",17,"Noordoostpolder",15,"Flevoland",18,"Flevoland",40,"Flevoland",5,"Zwolle-Meppel en omstreken",18,"Flevoland"
"14CI00","http://www.kbsdeboomgaard.nl/wp-content/uploads/sites/11/2014/12/Schoolgids_Boomgaard_2017-2018.pdf","Noord-Brabant",41407,"14CI","Kbs De Boomgaard","Wegedoornpage","1","4814 TZ","BREDA",758,"BREDA","Rooms-Katholiek",765216105,"www.bsdeboomgaard.nl","Wegedoornpage","1","4814 TZ","BREDA",66,"Breda",25,"West-Brabant",34,"West-Brabant",33,"West-Noord-Brabant",20,"West-Noord-Brabant",34,"West-Brabant"
"14CM00","http://www.koninginjuliana.nl/media/downloads/201710100142202017 Schoolgids 2017 - 2018.pdf","Gelderland",76819,"14CM","PC Basissch Kon Juliana","Spechtstraat","49","3853 VA","ERMELO",233,"ERMELO","Protestants-Christelijk",341552284,"www.koninginjuliana.nl","Postbus","3030","3850 CA","ERMELO",28,"Harderwijk",8,"Noordwest-Veluwe",17,"Noordwest-Veluwe",13,"Veluwe",10,"Harderwijk-Amersfoort",17,"Noordwest-Veluwe"
"14CX00","https://obs-devuurtoren.nl/wp-content/uploads/Schoolgids-2017-2018.pdf","Noord-Holland",41375,"14CX","De Vuurtoren","Koningsplein","1","1975 DR","IJMUIDEN",453,"VELSEN","Openbaar",255514452,"www.obs-devuurtoren.nl","Koningsplein","1","1975 DR","IJMUIDEN",42,"Velsen",20,"Zuidelijk Noord-Holland",25,"West-Kennemerland",20,"IJmond",15,"Zuid-Noord-Holland",25,"West-Kennemerland"
"14CY00",NA,"Gelderland",41345,"14CY","Openbare Basisschool Nieuwe Wisselse School","Oude Wisselseweg","35","8162 HJ","EPE",232,"EPE","Openbaar",578612896,"                                                                                ","Oude Wisselseweg","35","8162 HJ","EPE",27,"Apeldoorn",9,"Stedendriehoek",11,"Stedendriehoek",13,"Veluwe",7,"Apeldoorn en midden-IJsselgebied",11,"Stedendriehoek"
"14DI00",NA,"Gelderland",47100,"14DI","Basisschool Het Octaaf","Fanfarestraat","51","6544 NS","NIJMEGEN",268,"NIJMEGEN","Rooms-Katholiek",243771250,"                                                                                ","Fanfarestraat","51","6544 NS","NIJMEGEN",30,"Nijmegen",13,"Nijmegen",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",11,"Oostelijk Maas-Waalgebied",14,"Arnhem/Nijmegen"
"14DK00","http://www.bs-triangel.nl/bestanden/455565/schoolgids-Triangel-def-1718.pdf","Limburg",41506,"14DK","Basisschool De Triangel","Willem Vliegenstraat","7","6271 DA","GULPEN",1729,"GULPEN-WITTEM","Rooms-Katholiek",434506150,"www.bs-triangel.nl","Willem Vliegenstraat","7","6271 DA","GULPEN",80,"Maastricht",34,"Maastricht Mergelland",42,"Maastricht en Mergelland",39,"Zuid-Limburg",25,"Zuid-Limburg",39,"Gewest Zuid-Limburg"
"14DN00","http://www.bsdeboog.nl/bestanden/453723/De-Boog-schoolgids-2017-2018.pdf","Noord-Brabant",40378,"14DN","Basisschool De Boog","Koudenhovenseweg Zuid","202","5641 AC","EINDHOVEN",772,"EINDHOVEN","Protestants-Christelijk",402811760,"www.bsdeboog.nl","Koudenhovenseweg Zuid","202","5641 AC","EINDHOVEN",70,"Eindhoven",28,"Zuidoost-Brabant",37,"Zuidoost-Brabant",36,"Zuidoost-Noord-Brabant",22,"Zuidoost-Noord-Brabant",37,"Zuidoost-Brabant"
"14DS00","https://meerwerf.nl/upload/wysiwyg/www/bestanden/Onderwijsgids-po-2015-2016-v2-definitief.pdf","Noord-Holland",41858,"14DS","De Dijk","Heiligharn","424","1785 SX","DEN HELDER",400,"DEN HELDER","Openbaar",223660846,"www.Meerwerf.nl","Postbus","238","1780 AE","DEN HELDER",37,"Den Helder",19,"Noord-Holland-Noord",23,"Kop van Noord-Holland",18,"Kop van Noord-Holland",14,"Noord-Noord-Holland",23,"Kop van Noord-Holland"
"14DW00",NA,"Groningen",10426,"14DW","Nico Bulderschool","Zonneweg","4","9602 LN","HOOGEZAND",18,"HOOGEZAND-SAPPEMEER","Openbaar",598395696,"www.nicobulderschool.nl","Postbus","527","9600 AM","HOOGEZAND",3,"Hoogezand-Sappemeer",3,"Centraal-Groningen",3,"Centraal en westelijk Groningen",3,"Overig Groningen",1,"Groningen en omstreken",3,"Centraal en Westelijk Groningen"
"14EB00",NA,"Gelderland",41617,"14EB","De Rheder Enk","Willem Barentszstraat","1","6991 BA","RHEDEN",275,"RHEDEN","Openbaar",264951231,"                                                                                ","Willem Barentszstraat","1","6991 BA","RHEDEN",26,"Arnhem",11,"IJssel en Rijn",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",9,"Arnhem en omstreken",14,"Arnhem/Nijmegen"
"14EG00",NA,"Groningen",41574,"14EG","Openbare Basisschool Tasveld","Gevelsteen","2","9934 LN","DELFZIJL",10,"DELFZIJL","Openbaar",596615211,"www.obstasveld.nl","Gevelsteen","2","9934 LN","DELFZIJL",2,"Appingedam/Delfzijl",1,"Noord-Groningen",2,"Noord-Groningen en Eemsmond",2,"Delfzijl en omgeving",1,"Groningen en omstreken",2,"Noord-Groningen-Eemsmond"
"14EK00","http://daltonwesterschool.nl/contentfiles/daltonwesterschool/Document/28509/28509166.pdf","Groningen",41780,"14EK","Openbare Basisschool Westerschool","Groen van Prinstererlaan","24","9648 AJ","WILDERVANK",47,"VEENDAM","Openbaar",598416132,"www.daltonwesterschool.nl","Postbus","2046","9640 CA","VEENDAM",4,"Veendam",2,"Oost-Groningen",1,"Oost-Groningen",1,"Oost-Groningen",2,"Oost-Groningen",1,"Oost-Groningen"
"14EL00","http://www.obsitbynt.nl/assets/Uploads/Docs/Subsite-17/000Schoolgids-OT7-2017-2018-DEFOMR.pdf","Friesland",41856,"14EL","iepenbiere Basisskoalle It Bynt","Molepaed","21","8831 XJ","WINSUM FR",140,"LITTENSERADIEL","Openbaar",517341441,"www.obsitbynt.nl","Molepaed","21","8831 XJ","WINSUM FR",10,"Leeuwarden",4,"Fryslân",5,"Zuidwest-Friesland",4,"Noord-Friesland",3,"Friesland",5,"Zuid-West Friesland"
"14EP00","https://www.vanmaasdijkschool.nl/cms/media/docs/nl/23715_170918schoolgids-2017-2018.pdf","Friesland",41573,"14EP","V Maasdijkschool","Van Beyma Thoe Kingmaweg","1","8441 CP","HEERENVEEN",74,"HEERENVEEN","Openbaar",513653721,"www.vanmaasdijkschool.nl","Van Beyma Thoe Kingmaweg","1","8441 CP","HEERENVEEN",8,"Heerenveen",4,"Fryslân",6,"Friesland-Oost",6,"Zuidoost-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"14EQ00","https://www.kruired.nl/upload/07b38a4e-7cd3-4d65-bde2-53aecb985052.pdf","Friesland",41735,"14EQ","IT Kruired","Mounewei","32","9063 JM","MUNEIN",737,"TYTSJERKSTERADIEL","Openbaar",582562110,"www.kruired.nl","Mounewei","32","9063 JM","MUNEIN",10,"Leeuwarden",4,"Fryslân",6,"Friesland-Oost",4,"Noord-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"14ER00",NA,"Friesland",41631,"14ER","Basisschool Tuindorp","Grote vuurvlinder","2","8472 CH","WOLVEGA",98,"WESTSTELLINGWERF","Openbaar",561615500,"                                                                                ","Grote vuurvlinder","2","8472 CH","WOLVEGA",8,"Heerenveen",4,"Fryslân",6,"Friesland-Oost",6,"Zuidoost-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"14ET00",NA,"Noord-Holland",41580,"14ET","MKC Mio Mondo","Burgemeester Haspelslaan","137","1181 NC","AMSTELVEEN",362,"AMSTELVEEN","Openbaar",206416117,"www.1emontave.nl","Burgemeester Haspelslaan","137","1181 NC","AMSTELVEEN",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"14EV00","http://www.bs-ontmoeting.nl/bestanden/456952/Schoolgids-14EV-2017-2018.pdf","Noord-Brabant",41248,"14EV","Openbare Basisschool De Ontmoeting","Hettenheuvellaan","2-A","5628 DP","EINDHOVEN",772,"EINDHOVEN","Openbaar",402414663,"www.bs-ontmoeting.nl","Hettenheuvellaan","2-A","5628 DP","EINDHOVEN",70,"Eindhoven",28,"Zuidoost-Brabant",37,"Zuidoost-Brabant",36,"Zuidoost-Noord-Brabant",22,"Zuidoost-Noord-Brabant",37,"Zuidoost-Brabant"
"14EZ00","http://www.epemaskoalle.nl/dit-is-epemaskoalle/files/0/0/0/3/1/0Epema%20kalender%202017%20%5Bdef%20LR%5D.pdf","Friesland",42546,"14EZ","Epemaskoalle","Ds. H.W.C.A. Visserleane","11","8633 KH","YSBRECHTUM",1900,"SUDWEST-FRYSLAN","Openbaar",515413762,"www.epemaskoalle.nl","Ds. H.W.C.A. Visserleane","11","8633 KH","YSBRECHTUM",9,"Sneek",4,"Fryslân",5,"Zuidwest-Friesland",5,"Zuidwest-Friesland",3,"Friesland",5,"Zuid-West Friesland"
